title,image_link,platform1,platform2,platform3,platform4,platform5,platform6
Grave,unreleased,PS4,na,na,na,na,na
Gravity Ghost,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Gravity_Ghost_press_kit_icon.png/220px-Gravity_Ghost_press_kit_icon.png,PS4,na,na,na,na,na
Gravity Rush Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/GravityRushPSVitaCover.png/220px-GravityRushPSVitaCover.png,PS4,na,na,na,na,na
Gravity Rush 2,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Gravity_Rush_2.jpg/220px-Gravity_Rush_2.jpg,PS4,na,na,na,na,na
Greedfall,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Greedfall_logo_2017.png/220px-Greedfall_logo_2017.png,PS4\,XboxOne,na,na,na,na
Grim Legends: The Forsaken Bride,unreleased,PS4\,XboxOne,na,na,na,na
Grim Fandango Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Grim_Fandango_artwork.jpg/220px-Grim_Fandango_artwork.jpg,PS4\,Switch,na,na,na,na
Grow Home,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Grow_home_box_art%2C_Feb_2015.jpg/220px-Grow_home_box_art%2C_Feb_2015.jpg,PS4,na,na,na,na,na
Grow Up,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Grow_up_art.png/220px-Grow_up_art.png,PS4\,XboxOne,na,na,na,na
Guacamelee! Super Turbo Championship Edition,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Guacamelee%21_STCE_box_art.jpg/220px-Guacamelee%21_STCE_box_art.jpg,PS4,na,na,na,na,na
Guacamelee! 2,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Guacamelee_2_logo.jpg/220px-Guacamelee_2_logo.jpg,PS4\,Switch\,XboxOne,na,na,na
Guardians of the Galaxy: The Telltale Series,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/Ttg_guardians_of_the_galaxy_cover.png/220px-Ttg_guardians_of_the_galaxy_cover.png,PS4\,Switch\,XboxOne,na,na,na
Guardians of the Rose,unreleased,PS4,na,na,na,na,na
Guilty Gear Xrd: Revelator,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Guilty_Gear_Xrd_-SIGN-_Cover.png/220px-Guilty_Gear_Xrd_-SIGN-_Cover.png,PS4,na,na,na,na,na
Guilty Gear Xrd: Sign,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Guilty_Gear_Xrd_-SIGN-_Cover.png/220px-Guilty_Gear_Xrd_-SIGN-_Cover.png,PS4,na,na,na,na,na
Guitar Hero Live,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/GHLiveboxart.png/220px-GHLiveboxart.png,PS4\,WiiU\,Xbox360\,XboxOne,na,na
Gundam Breaker 3,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Gundam_serpentine.svg/250px-Gundam_serpentine.svg.png,PS4,na,na,na,na,na
Gundam Versus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Gundam_serpentine.svg/250px-Gundam_serpentine.svg.png,PS4,na,na,na,na,na
Gungrave G.O.R.E.,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Gungrave_Coverart.png/220px-Gungrave_Coverart.png,PS4,na,na,na,na,na
Gunhead,unreleased,PS4,na,na,na,na,na
Guns\, Gore and Cannoli,unreleased,PS4\,XboxOne,na,na,na,na
Guns\, Gore and Cannoli 2,unreleased,PS4\,XboxOne,na,na,na,na
Gunscape,unreleased,PS4\,XboxOne,na,na,na,na
Gunsport,unreleased,PS4\,XboxOne,na,na,na,na
H-Hour: World's Elite,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/H-Hour-World%27s-Elite-Logo.png/220px-H-Hour-World%27s-Elite-Logo.png,PS4,na,na,na,na,na
H1Z1: King of the Kill,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/H1Z1_logo.png/220px-H1Z1_logo.png,PS4\,XboxOne,na,na,na,na
Habitat: A Thousand Generations in Orbit,unreleased,PS4\,XboxOne,na,na,na,na
.hack//G.U. Last Recode,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/.hack_G.U._Poster.jpg/250px-.hack_G.U._Poster.jpg,PS4,na,na,na,na,na
Hakoniwa Company Works,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/HakoniwaCompanyWorksBoxArt.jpg/220px-HakoniwaCompanyWorksBoxArt.jpg,PS4,na,na,na,na,na
Hand of Fate,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Hand_of_fate_cover_art.png/220px-Hand_of_fate_cover_art.png,PS4\,XboxOne,na,na,na,na
Hand of Fate 2,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Hand_of_fate_cover_art.png/220px-Hand_of_fate_cover_art.png,PS4\,Switch\,XboxOne,na,na,na
Hard Reset: Redux,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Hard_Reset_cover.jpg/220px-Hard_Reset_cover.jpg,PS4,na,na,na,na,na
Harvest Moon: Light of Hope Special Edition,https://upload.wikimedia.org/wikipedia/en/3/38/Harvest_Moon_Logo.png,PS4,na,na,na,na,na
Hatoful Boyfriend,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Hatoful_Boyfriend_cover.jpg/220px-Hatoful_Boyfriend_cover.jpg,PS4,na,na,na,na,na
Hatsune Miku: Project DIVA Future Tone,https://upload.wikimedia.org/wikipedia/en/4/4a/Projectdivaarcade.png,PS4,na,na,na,na,na
Hatsune Miku: Project DIVA X,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/HatsuneMikuProjectDIVAX.jpg/220px-HatsuneMikuProjectDIVAX.jpg,PS4,na,na,na,na,na
Headlander,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Headlander_cover.png/220px-Headlander_cover.png,PS4\,XboxOne,na,na,na,na
Headsnatchers,unreleased,PS4,na,na,na,na,na
Heart&Slash,unreleased,PS4\,Switch\,XboxOne,na,na,na
Heart Forth\, Alicia,unreleased,PS4,na,na,na,na,na
Heaven's Vault,unreleased,PS4,na,na,na,na,na
Heavy Rain,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Heavy_Rain_Cover_Art.jpg/220px-Heavy_Rain_Cover_Art.jpg,PS4\,PS3,na,na,na,na
Hellblade: Senua's Sacrifice,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Hellblade_-_Senua%27s_Sacrifice.jpg/220px-Hellblade_-_Senua%27s_Sacrifice.jpg,PS4\,Switch\,XboxOne,na,na,na
Helldivers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Helldivers_art.jpg/220px-Helldivers_art.jpg,PS4\,PS3,na,na,na,na
Hellfront: Honeymoon,unreleased,PS4\,XboxOne,na,na,na,na
Here They Lie,unreleased,PS4,na,na,na,na,na
Her Majesty's Spiffing,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Her_Majesty%27s_Spffing.jpg/220px-Her_Majesty%27s_Spffing.jpg,PS4\,Switch\,XboxOne,na,na,na
Hero Defense,unreleased,PS4\,XboxOne,na,na,na,na
Hero Siege,unreleased,PS4,na,na,na,na,na
Hidden Agenda,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Hidden_Agenda_logo.png/220px-Hidden_Agenda_logo.png,PS4,na,na,na,na,na
Hitman,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Hitman_2015.jpg/220px-Hitman_2015.jpg,PS4\,XboxOne,na,na,na,na
Hitman 2,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Hitman_2_%282018%29_cover.jpg/220px-Hitman_2_%282018%29_cover.jpg,PS4\,XboxOne,na,na,na,na
Hitman Go,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Hitman_go_logo.png/220px-Hitman_go_logo.png,PS4,na,na,na,na,na
Hob,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Hob_pre-release_Steam_header.jpg/220px-Hob_pre-release_Steam_header.jpg,PS4,na,na,na,na,na
Hohokum,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Hohokum_icon.jpeg/220px-Hohokum_icon.jpeg,PS4\,PS3,na,na,na,na
Hollow Knight,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Hollow_Knight_cover.jpg/220px-Hollow_Knight_cover.jpg,PS4\,Switch,na,na,na,na
Holy Potatoes! We're in Space?!,unreleased,PS4\,Switch,na,na,na,na
Home,unreleased,PS4,na,na,na,na,na
Home Free,unreleased,PS4,na,na,na,na,na
Homefront: The Revolution,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Homefront%2C_The_Revolution_logo.jpeg/220px-Homefront%2C_The_Revolution_logo.jpeg,PS4\,XboxOne,na,na,na,na
The Hong Kong Massacre,unreleased,PS4,na,na,na,na,na
HoPiKo,unreleased,PS4\,XboxOne,na,na,na,na
Horizon Zero Dawn,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Horizon_Zero_Dawn.jpg/220px-Horizon_Zero_Dawn.jpg,PS4,na,na,na,na,na
Hotchkiss,unreleased,PS4,na,na,na,na,na
Hotline Miami,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Hotline_Miami_cover.png/220px-Hotline_Miami_cover.png,PS4\,PS3,na,na,na,na
Hotline Miami 2: Wrong Number,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Hotline_Miami_2_cover.png/220px-Hotline_Miami_2_cover.png,PS4\,PS3,na,na,na,na
Hover: Revolt of Gamers,unreleased,PS4,na,na,na,na,na
How to Survive: Storm Warning Edition,https://upload.wikimedia.org/wikipedia/en/e/ed/HowToSurviveBoxartXBLA.jpg,PS4,na,na,na,na,na
How to Survive 2,https://upload.wikimedia.org/wikipedia/en/e/ed/HowToSurviveBoxartXBLA.jpg,PS4\,XboxOne,na,na,na,na
The Hum: Abductions,unreleased,PS4,na,na,na,na,na
Human: Fall Flat,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Human_Fall_Flat_logo.png/220px-Human_Fall_Flat_logo.png,PS4\,Switch\,XboxOne,na,na,na
Hunt: Showdown,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Hunt_Showdown.jpg/220px-Hunt_Showdown.jpg,PS4\,XboxOne,na,na,na,na
The Huntsman: Winter's Curse,unreleased,PS4,na,na,na,na,na
Hyper Jam,unreleased,PS4\,XboxOne,na,na,na,na
Hyper Light Drifter,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/HyperLightDrifterBoxArt.png/220px-HyperLightDrifterBoxArt.png,PS4\,Switch\,XboxOne,na,na,na
Hyper Void,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Hyper_Void_Cover.png/220px-Hyper_Void_Cover.png,PS4\,PS3\,XboxOne,na,na,na
I Am Bread,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/I_am_Bread_logo.jpg/220px-I_am_Bread_logo.jpg,PS4,na,na,na,na,na
I Am Setsuna,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Project_Setsuna_cover_art.jpg/220px-Project_Setsuna_cover_art.jpg,PS4\,Switch,na,na,na,na
Icewind Dale: Enhanced Edition,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/IcewindDaleEE.jpg/220px-IcewindDaleEE.jpg,PS4,na,na,na,na,na
Icey,unreleased,PS4\,Switch,na,na,na,na
Iconoclasts,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Iconoclasts_Cover.jpg/220px-Iconoclasts_Cover.jpg,PS4\,Switch,na,na,na,na
The Idolmaster: Stella Stage,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/The_Idolmaster_logo.png/250px-The_Idolmaster_logo.png,PS4,na,na,na,na,na
Ikaruga,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Ikaruga_arcade_flyer.png/220px-Ikaruga_arcade_flyer.png,PS4\,Switch\,Xbox360,na,na,na
Impact Winter,unreleased,PS4\,XboxOne,na,na,na,na
Immortal Redneck,unreleased,PS4\,XboxOne,na,na,na,na
Immortal: Unchained,unreleased,PS4\,XboxOne,na,na,na,na
Inazuma Eleven Ares,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Inazuma_Eleven_Ares_logo.png/220px-Inazuma_Eleven_Ares_logo.png,PS4\,Switch,na,na,na,na
The Incredible Adventures of Van Helsing,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Incredible_Adventures_of_Van_Helsing_cover.jpg/250px-Incredible_Adventures_of_Van_Helsing_cover.jpg,PS4\,XboxOne,na,na,na,na
The Incredible Adventures of Van Helsing II,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Incredible_Adventures_of_Van_Helsing_cover.jpg/250px-Incredible_Adventures_of_Van_Helsing_cover.jpg,PS4,na,na,na,na,na
Industry Giant II,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Industry_Giant_2_PC_Game%2C_CD_Case_Cover.jpg/220px-Industry_Giant_2_PC_Game%2C_CD_Case_Cover.jpg,PS4,na,na,na,na,na
Indivisible,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Indivisible_logo.png/220px-Indivisible_logo.png,PS4\,Switch\,XboxOne,na,na,na
Infamous First Light,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Infamous_First_Light_cover_art.jpg/220px-Infamous_First_Light_cover_art.jpg,PS4,na,na,na,na,na
Infamous Second Son,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Infamous_second_son_boxart.jpg/220px-Infamous_second_son_boxart.jpg,PS4,na,na,na,na,na
Inferno Climber: Reborn,unreleased,PS4,na,na,na,na,na
Infinifactory,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Infinifactory-logo.png/220px-Infinifactory-logo.png,PS4,na,na,na,na,na
Infinite Minigolf,unreleased,PS4\,Switch\,XboxOne,na,na,na
Infinium Strike,unreleased,PS4\,XboxOne,na,na,na,na
Injustice: Gods Among Us Ultimate Edition,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Injustice_Gods_Among_Us_Cover_Art.jpg/220px-Injustice_Gods_Among_Us_Cover_Art.jpg,PS4,na,na,na,na,na
Injustice 2,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Injustice_2_Cover.jpg/220px-Injustice_2_Cover.jpg,PS4\,XboxOne,na,na,na,na
The Inner World,unreleased,PS4\,XboxOne,na,na,na,na
The Inpatient,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/The_Inpatient_box_art.jpg/220px-The_Inpatient_box_art.jpg,PS4,na,na,na,na,na
Insane Robots,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Insane_Robots_logo.png/220px-Insane_Robots_logo.png,PS4\,XboxOne,na,na,na,na
Inside,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/INSIDE_Xbox_One_cover_art.png/220px-INSIDE_Xbox_One_cover_art.png,PS4\,Switch\,XboxOne,na,na,na
Inside My Radio,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Blue_pencil.svg/10px-Blue_pencil.svg.png,PS4\,WiiU\,XboxOne,na,na,na
Insurgency: Sandstorm,unreleased,PS4\,XboxOne,na,na,na,na
In the Shadows,unreleased,PS4,na,na,na,na,na
Inversus,unreleased,PS4,na,na,na,na,na
Invisible\, Inc.,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Invisible%2C_Inc.jpg/220px-Invisible%2C_Inc.jpg,PS4,na,na,na,na,na
iO,unreleased,PS4\,XboxOne,na,na,na,na
Iron Crypticle,unreleased,PS4\,Switch\,XboxOne,na,na,na
Iron Harvest: 1920+,unreleased,PS4,na,na,na,na,na
Iron Sea Defenders,unreleased,PS4,na,na,na,na,na
Ittle Dew 2,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Ittle_Dew_2.jpg/220px-Ittle_Dew_2.jpg,PS4\,XboxOne,na,na,na,na
J-Stars Victory Vs+,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/J_Stars_Victory_VS.jpg/220px-J_Stars_Victory_VS.jpg,PS4,na,na,na,na,na
Jamestown+,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/JamestownBoxArt.png/250px-JamestownBoxArt.png,PS4,na,na,na,na,na
Jazzpunk: Director's Cut,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Jazzpunk_logo.png/220px-Jazzpunk_logo.png,PS4,na,na,na,na,na
Jenny LeClue: Detectivú,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Jenny_LeClue_pre-release_Steam_header.jpg/220px-Jenny_LeClue_pre-release_Steam_header.jpg,PS4,na,na,na,na,na
Jeopardy!,unreleased,PS4\,XboxOne,na,na,na,na
Jetpack Joyride,https://upload.wikimedia.org/wikipedia/en/9/90/Jetpack_Joyride_iOS.png,PS4\,PS3,na,na,na,na
JoJo's Bizarre Adventure: Eyes of Heaven,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/EyesofHeaven.jpg/220px-EyesofHeaven.jpg,PS4\,PS3,na,na,na,na
Jotun: Valhalla Edition,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Jotun_game_logo.png/220px-Jotun_game_logo.png,PS4\,Switch\,WiiU\,XboxOne,na,na
Journey,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Journey_Title_Poster.png/220px-Journey_Title_Poster.png,PS4,na,na,na,na,na
Joysound Dive 2,unreleased,PS4,na,na,na,na,na
Judgment,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Judgment.jpg/220px-Judgment.jpg,PS4,na,na,na,na,na
Jump Force,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Jumpforcegame.jpg/220px-Jumpforcegame.jpg,PS4\,XboxOne,na,na,na,na
Jump Stars,unreleased,PS4\,XboxOne,na,na,na,na
Jurassic World Evolution,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Jurassic_World_Evolution_cover_art.jpg/220px-Jurassic_World_Evolution_cover_art.jpg,PS4\,XboxOne,na,na,na,na
Just Cause 3,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Just_Cause_3_cover_art.jpg/220px-Just_Cause_3_cover_art.jpg,PS4\,XboxOne,na,na,na,na
Just Cause 4,https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Just_Cause_4_cover.jpg/220px-Just_Cause_4_cover.jpg,PS4\,XboxOne,na,na,na,na
Just Dance 2014,https://upload.wikimedia.org/wikipedia/en/8/81/Just_Dance_2014_Official_NTSC_Cover_Art.jpg,PS4\,PS3\,WiiU\,Xbox360\,XboxOne,na
Just Dance 2015,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Just_Dance_2015.jpg/220px-Just_Dance_2015.jpg,PS4\,PS3\,WiiU\,Xbox360\,XboxOne,na
Just Dance 2016,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/JustDance2016_NAboxart.png/220px-JustDance2016_NAboxart.png,PS4\,PS3\,WiiU\,Xbox360\,XboxOne,na
Just Dance 2017,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Just_Dance_2017.jpg/220px-Just_Dance_2017.jpg,PS4\,PS3\,Switch\,WiiU\,Xbox360\,XboxOne
Just Dance 2018,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Just_Dance_2018_Switch_cover.jpg/220px-Just_Dance_2018_Switch_cover.jpg,PS4\,PS3\,Switch\,WiiU\,Xbox360\,XboxOne
Just Dance 2019,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Just_Dance_2019_Logo.png/220px-Just_Dance_2019_Logo.png,PS4\,Switch\,WiiU\,Xbox360\,XboxOne,na
Just Deal With It!,unreleased,PS4,na,na,na,na,na
Karumaruka Circle,unreleased,PS4,na,na,na,na,na
Ken Follett's The Pillars of the Earth,https://upload.wikimedia.org/wikipedia/en/c/ca/Ken_Follett%27s_The_Pillars_of_the_Earth_PC_game_cover.png,PS4,na,na,na,na,na
Kentucky Route Zero,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Kentucky_Route_Zero_title.png/220px-Kentucky_Route_Zero_title.png,PS4,na,na,na,na,na
Kerbal Space Program,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Kerbal_Space_Program_High_Res_Logo.png/220px-Kerbal_Space_Program_High_Res_Logo.png,PS4,na,na,na,na,na
Kero Blaster,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Kero_Blaster_title_screen.jpg/220px-Kero_Blaster_title_screen.jpg,PS4\,Switch,na,na,na,na
Ketsui Deathtiny,unreleased,PS4,na,na,na,na,na
Kick Off Revival,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Kick_Off_Amstrad_cover.jpg/220px-Kick_Off_Amstrad_cover.jpg,PS4,na,na,na,na,na
Killing Floor 2,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Killing_floor_2_art.jpg/220px-Killing_floor_2_art.jpg,PS4\,XboxOne,na,na,na,na
Killzone Shadow Fall,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Killzone_Shadow_Fall_Box.jpg/220px-Killzone_Shadow_Fall_Box.jpg,PS4,na,na,na,na,na
King Oddball,unreleased,PS4\,PS3\,Switch\,XboxOne,na,na
The King of Fighters '97 Global Match,https://upload.wikimedia.org/wikipedia/en/4/44/Kof97_cover.jpg,PS4,na,na,na,na,na
The King of Fighters XIV,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/King_of_Fighters_XIV_cover_art.jpg/220px-King_of_Fighters_XIV_cover_art.jpg,PS4,na,na,na,na,na
Kingdom Come: Deliverance,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Kingdom_Come_Deliverance.jpg/220px-Kingdom_Come_Deliverance.jpg,PS4\,XboxOne,na,na,na,na
Kingdom Hearts HD 1.5 + 2.5 Remix,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Kingdom_Hearts_logo.png/250px-Kingdom_Hearts_logo.png,PS4,na,na,na,na,na
Kingdom Hearts HD 2.8 Final Chapter Prologue,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Kingdom_Hearts_HD_2.8_box_art.jpg/220px-Kingdom_Hearts_HD_2.8_box_art.jpg,PS4,na,na,na,na,na
Kingdom Hearts: The Story So Far,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Kingdom_Hearts_logo.png/250px-Kingdom_Hearts_logo.png,PS4,na,na,na,na,na
Kingdom Hearts III,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Kingdom_Hearts_III_box_art.jpg/220px-Kingdom_Hearts_III_box_art.jpg,PS4\,XboxOne,na,na,na,na
Kingdom: New Lands,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Kingdom_video_game_logo.png/220px-Kingdom_video_game_logo.png,PS4\,Switch\,XboxOne,na,na,na
Kingdom: Two Crowns,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Kingdom_video_game_logo.png/220px-Kingdom_video_game_logo.png,PS4\,Switch\,XboxOne,na,na,na
King's Quest,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/King%27s_Quest_2015_cover.png/220px-King%27s_Quest_2015_cover.png,PS4\,PS3\,XboxOne,na,na,na
Kissbell,unreleased,PS4,na,na,na,na,na
Klaus,unreleased,PS4,na,na,na,na,na
Knack,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Knack.jpg/220px-Knack.jpg,PS4,na,na,na,na,na
Knack 2,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Knack_II_Boxart.jpg/220px-Knack_II_Boxart.jpg,PS4,na,na,na,na,na
Knock Knock,unreleased,PS4,na,na,na,na,na
Knot,unreleased,PS4,na,na,na,na,na
Knowledge is Power,unreleased,PS4,na,na,na,na,na
Knowledge is Power: Decades,unreleased,PS4,na,na,na,na,na
Kodoku,unreleased,PS4,na,na,na,na,na
Koi,unreleased,PS4,na,na,na,na,na
Kona,unreleased,PS4\,Switch\,XboxOne,na,na,na
Kromaia Omega,unreleased,PS4,na,na,na,na,na
Kunio-kun: The World Classics Collection,https://upload.wikimedia.org/wikipedia/en/b/b4/Kunio-kun_game_flyer.png,PS4\,Switch\,XboxOne,na,na,na
LA Cops,unreleased,PS4\,XboxOne,na,na,na,na
L.A. Noire,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/LA-Noire-Box-Art.jpg/220px-LA-Noire-Box-Art.jpg,PS4\,PS3\,Switch\,Xbox360,na,na
La-Mulana 2,unreleased,PS4\,Switch\,XboxOne,na,na,na
Langrisser I & II HD Remastered,https://upload.wikimedia.org/wikipedia/en/0/07/Langrisser_Logo.png,PS4\,Switch,na,na,na,na
Lara Croft and the Temple of Osiris,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Lara_croft_and_the_temple_of_osiris_art.jpg/220px-Lara_croft_and_the_temple_of_osiris_art.jpg,PS4\,XboxOne,na,na,na,na
Lara Croft Go,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Lara_croft_go_logo.png/220px-Lara_croft_go_logo.png,PS4,na,na,na,na,na
Laser League,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Laser_League_logo_2017.png/220px-Laser_League_logo_2017.png,PS4\,XboxOne,na,na,na,na
Laserlife,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Laserlife_Logo.jpg/220px-Laserlife_Logo.jpg,PS4\,XboxOne,na,na,na,na
The Last Blade 2,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/It%27s_an_art_cover_for_a_game_by_SNK.jpg/255px-It%27s_an_art_cover_for_a_game_by_SNK.jpg,PS4,na,na,na,na,na
Last Day of June,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Last_Day_of_June_Cover.jpg/220px-Last_Day_of_June_Cover.jpg,PS4\,Switch,na,na,na,na
The Last Guardian,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/The_Last_Guardian_cover_art.jpg/220px-The_Last_Guardian_cover_art.jpg,PS4,na,na,na,na,na
The Last of Us Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/The_Last_of_Us_Remastered.jpg/220px-The_Last_of_Us_Remastered.jpg,PS4,na,na,na,na,na
The Last of Us: Left Behind,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/The_Last_of_Us_Left_Behind_cover.jpg/220px-The_Last_of_Us_Left_Behind_cover.jpg,PS4,na,na,na,na,na
The Last of Us Part II,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/The_Last_of_Us-_Part_II.png/275px-The_Last_of_Us-_Part_II.png,PS4,na,na,na,na,na
Late Shift,unreleased,PS4\,XboxOne,na,na,na,na
LawBreakers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/LawBreakers_Logo.png/220px-LawBreakers_Logo.png,PS4,na,na,na,na,na
Laws of Machine,unreleased,PS4,na,na,na,na,na
Layers of Fear,https://upload.wikimedia.org/wikipedia/en/4/4d/Layers_of_Fear_Cover.png,PS4\,XboxOne,na,na,na,na
Leap of Fate,unreleased,PS4,na,na,na,na,na
Leaving Lyndow,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Leaving_Lyndow_video_game_logo.png/220px-Leaving_Lyndow_video_game_logo.png,PS4,na,na,na,na,na
Left Alive,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Left_Alive_cover_art.jpg/220px-Left_Alive_cover_art.jpg,PS4,na,na,na,na,na
The Legend of Heroes: Trails of Cold Steel,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/LoH_Sen_no_Kiseki_cover.jpg/220px-LoH_Sen_no_Kiseki_cover.jpg,PS4\,PS3,na,na,na,na
The Legend of Heroes: Trails of Cold Steel II,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Trails_of_Cold_Steel_II_cover.png/220px-Trails_of_Cold_Steel_II_cover.png,PS4,na,na,na,na,na
