title,image_link,platform1,platform2,platform3,platform4,platform5,platform6
Zarvot,unreleased,Switch\,XboxOne,na,na,na,na
Ziq,unreleased,Switch,na,na,na,na,na
153 Hand Video Poker,unreleased,WiiU,na,na,na,na,na
360 Breakout,unreleased,WiiU,na,na,na,na,na
3Souls,unreleased,WiiU,na,na,na,na,na
6-Hand Video Poker,unreleased,WiiU,na,na,na,na,na
8Bit Hero,unreleased,WiiU,na,na,na,na,na
Absolutely Unstoppable MineRun,unreleased,WiiU,na,na,na,na,na
Abyss,unreleased,WiiU,na,na,na,na,na
Ace: Alien Cleanup Elite,unreleased,WiiU,na,na,na,na,na
Adventure Party: Cats and Caverns,unreleased,WiiU,na,na,na,na,na
Aenigma Os,unreleased,WiiU,na,na,na,na,na
Affordable Space Adventures,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Affordable_Space_Adventures_logo.png/220px-Affordable_Space_Adventures_logo.png,WiiU,na,na,na,na,na
Alice in Wonderland,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Alice_in_Wonderland_%28video_game%29_Wii_box_art.jpg/220px-Alice_in_Wonderland_%28video_game%29_Wii_box_art.jpg,WiiU,na,na,na,na,na
Alphadia Genesis,unreleased,WiiU,na,na,na,na,na
The Amazing Spider-Man: Ultimate Edition,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/The_Amazing_Spider_Man_2012_video_game_cover.jpg/220px-The_Amazing_Spider_Man_2012_video_game_cover.jpg,WiiU,na,na,na,na,na
Angry Bunnies: Colossal Carrot Crusade,unreleased,WiiU,na,na,na,na,na
Animal Crossing: Amiibo Festival,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Animal_Crossing_amiibo_Festival.jpg/220px-Animal_Crossing_amiibo_Festival.jpg,WiiU,na,na,na,na,na
Animal Gods,unreleased,WiiU,na,na,na,na,na
Annihilation,unreleased,WiiU,na,na,na,na,na
Aqua TV,unreleased,WiiU,na,na,na,na,na
Arc Style: Baseball! SP,unreleased,WiiU,na,na,na,na,na
Archery by Thornbury Software,unreleased,WiiU,na,na,na,na,na
Armikrog,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Armikrog_cover.jpg/220px-Armikrog_cover.jpg,WiiU\,XboxOne,na,na,na,na
Armillo,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Armillo.jpg/220px-Armillo.jpg,WiiU,na,na,na,na,na
Armored Acorns: Action Squirrel Squad,unreleased,WiiU,na,na,na,na,na
Arrow Time U,unreleased,WiiU,na,na,na,na,na
Ascent of Kings,unreleased,WiiU,na,na,na,na,na
Asdivine Hearts,unreleased,WiiU\,XboxOne,na,na,na,na
Asteroid Quarry,unreleased,WiiU,na,na,na,na,na
Astral Breakers,unreleased,WiiU,na,na,na,na,na
Ava and Avior Save the Earth,unreleased,WiiU,na,na,na,na,na
Avoider,unreleased,WiiU,na,na,na,na,na
Azure Snake,unreleased,WiiU,na,na,na,na,na
B3 Game Expo for Bees,unreleased,WiiU,na,na,na,na,na
Baila Latino,unreleased,WiiU\,XboxOne,na,na,na,na
Ballpoint Universe: Infinite,unreleased,WiiU,na,na,na,na,na
Barbie: Dreamhouse Party,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Blue_pencil.svg/10px-Blue_pencil.svg.png,WiiU,na,na,na,na,na
Batman: Arkham City – Armored Edition,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Batman_Arkham_City_Game_Cover.jpg/220px-Batman_Arkham_City_Game_Cover.jpg,WiiU,na,na,na,na,na
Beatbuddy: Tale of the Guardians,unreleased,WiiU\,XboxOne,na,na,na,na
The Beggar's Ride,unreleased,WiiU,na,na,na,na,na
Ben 10: Omniverse,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Ben10OmiverseBoxart.png/220px-Ben10OmiverseBoxart.png,WiiU\,Xbox360,na,na,na,na
Bigley's Revenge,unreleased,WiiU,na,na,na,na,na
Bird Mania Party,unreleased,WiiU,na,na,na,na,na
Bit.Trip Presents... Runner2: Future Legend of Rhythm Alien,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Bit_Trip_Presents_Runner_2_cover.jpg/220px-Bit_Trip_Presents_Runner_2_cover.jpg,WiiU,na,na,na,na,na
Blackjack 21,unreleased,WiiU,na,na,na,na,na
Blek,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Blek_app_icon.png/220px-Blek_app_icon.png,WiiU,na,na,na,na,na
Bloc,unreleased,WiiU,na,na,na,na,na
Blockara,unreleased,WiiU,na,na,na,na,na
Block Zombies!,unreleased,WiiU,na,na,na,na,na
Blocky Bot,unreleased,WiiU,na,na,na,na,na
Blok Drop U,unreleased,WiiU,na,na,na,na,na
Blok Drop X: Twisted Fusion,unreleased,WiiU,na,na,na,na,na
Bombing Bastards,unreleased,WiiU,na,na,na,na,na
Booty Diver,unreleased,WiiU,na,na,na,na,na
Box Up,unreleased,WiiU,na,na,na,na,na
Breakout Defense,unreleased,WiiU,na,na,na,na,na
Breakout Defense 2,unreleased,WiiU,na,na,na,na,na
Breezeblox,unreleased,WiiU,na,na,na,na,na
BrickBlast U!,unreleased,WiiU,na,na,na,na,na
Brick Breaker,unreleased,WiiU\,XboxOne,na,na,na,na
Brick Race,unreleased,WiiU,na,na,na,na,na
Bubble Gum Popper,unreleased,WiiU,na,na,na,na,na
Buddy & Me: Dream Edition,unreleased,WiiU,na,na,na,na,na
Cake Ninja 3: The Legend Continues,unreleased,WiiU,na,na,na,na,na
Call of Nightmare,unreleased,WiiU,na,na,na,na,na
Candy Hoarder,unreleased,WiiU,na,na,na,na,na
Canvaleon,unreleased,WiiU,na,na,na,na,na
ChariSou Ultra DX: Sekai Tour,unreleased,WiiU,na,na,na,na,na
Chasing Aurora,unreleased,WiiU,na,na,na,na,na
Chasing Dead,unreleased,WiiU,na,na,na,na,na
Chests o' Booty,unreleased,WiiU,na,na,na,na,na
Chimpuzzle Pro,unreleased,WiiU,na,na,na,na,na
Chompy Chomp Chomp Party,unreleased,WiiU,na,na,na,na,na
Christmas Adventure of Rocket Penguin,unreleased,WiiU,na,na,na,na,na
Chroma Blast,unreleased,WiiU,na,na,na,na,na
Chubbins,unreleased,WiiU,na,na,na,na,na
Citadale: Gate of Souls,unreleased,WiiU,na,na,na,na,na
Citadale: The Legends Trilogy,unreleased,WiiU,na,na,na,na,na
Coaster Crazy Deluxe,unreleased,WiiU,na,na,na,na,na
Cocoto Magic Circus 2,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Cocoto_Funfair.jpg/220px-Cocoto_Funfair.jpg,WiiU,na,na,na,na,na
Collateral Thinking,unreleased,WiiU,na,na,na,na,na
Color Bombs,unreleased,WiiU,na,na,na,na,na
Color Cubes,unreleased,WiiU,na,na,na,na,na
Color Symphony 2,unreleased,WiiU\,XboxOne,na,na,na,na
Color Zen,unreleased,WiiU,na,na,na,na,na
Color Zen Kids,unreleased,WiiU,na,na,na,na,na
Coqui The Game,unreleased,WiiU,na,na,na,na,na
Crab Cakes Rescue,unreleased,WiiU,na,na,na,na,na
Crush Insects,unreleased,WiiU,na,na,na,na,na
Cube Blitz,unreleased,WiiU,na,na,na,na,na
Cube Life: Pixel Action Heroes,unreleased,WiiU,na,na,na,na,na
Cubeshift,unreleased,WiiU,na,na,na,na,na
Cubit The Hardcore Platformer Robot HD,unreleased,WiiU,na,na,na,na,na
Cup Critters,unreleased,WiiU,na,na,na,na,na
Cutie Clash,unreleased,WiiU,na,na,na,na,na
Cutie Pets Go Fishing,unreleased,WiiU,na,na,na,na,na
Cutie Pets Jump Rope,unreleased,WiiU,na,na,na,na,na
Cutie Pets Pick Berries,unreleased,WiiU,na,na,na,na,na
Cycle of Eternity: Space Anomaly,unreleased,WiiU,na,na,na,na,na
D.M.L.C. Death Match Love Comedy,unreleased,WiiU,na,na,na,na,na
Daikon Set,unreleased,WiiU,na,na,na,na,na
Dare Up Adrenaline,unreleased,WiiU,na,na,na,na,na
Darts Up,unreleased,WiiU,na,na,na,na,na
A Day at the Carnival,unreleased,WiiU,na,na,na,na,na
Defend Your Crypt,unreleased,WiiU,na,na,na,na,na
Defense Dome,unreleased,WiiU,na,na,na,na,na
Demonic Karma Summoner,unreleased,WiiU,na,na,na,na,na
Deus Ex: Human Revolution – Director's Cut,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Deus_Ex_Human_Revolution_cover.jpg/220px-Deus_Ex_Human_Revolution_cover.jpg,WiiU,na,na,na,na,na
Devil's Third,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Devils_Third_boxart.jpg/220px-Devils_Third_boxart.jpg,WiiU,na,na,na,na,na
Dinox,unreleased,WiiU,na,na,na,na,na
Discovery,unreleased,WiiU,na,na,na,na,na
Disney Epic Mickey 2: The Power of Two,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Epic_Mickey_2_Boxart.PNG/220px-Epic_Mickey_2_Boxart.PNG,WiiU,na,na,na,na,na
Disney Infinity,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Disney_Infinity_US_box_art.png/220px-Disney_Infinity_US_box_art.png,WiiU\,Xbox360,na,na,na,na
Disney's DuckTales: Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/DuckTales_Remastered.jpg/200px-DuckTales_Remastered.jpg,WiiU,na,na,na,na,na
Dodge Club Party,unreleased,WiiU,na,na,na,na,na
Dolphin Up,unreleased,WiiU,na,na,na,na,na
Don't Crash,unreleased,WiiU,na,na,na,na,na
Don't Touch Anything Red,unreleased,WiiU,na,na,na,na,na
Dot Arcade,unreleased,WiiU,na,na,na,na,na
Double Breakout,unreleased,WiiU,na,na,na,na,na
Double Breakout II,unreleased,WiiU,na,na,na,na,na
Dr. Luigi,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Dr._Luigi_logo.png/220px-Dr._Luigi_logo.png,WiiU,na,na,na,na,na
Dracula's Legacy,unreleased,WiiU,na,na,na,na,na
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Dragon_Quest_X_Box_Art.jpg/220px-Dragon_Quest_X_Box_Art.jpg,WiiU,na,na,na,na,na
Dragon Quest X: Inishie no Ryuu no Denshou Online,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Dragon_Quest_X_Box_Art.jpg/220px-Dragon_Quest_X_Box_Art.jpg,WiiU,na,na,na,na,na
Dragon Quest X: Mezameshi Itsutsu no Shuzoku Online,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Dragon_Quest_X_Box_Art.jpg/220px-Dragon_Quest_X_Box_Art.jpg,WiiU,na,na,na,na,na
Dragon Skills,unreleased,WiiU,na,na,na,na,na
Draw 2 Survive,unreleased,WiiU,na,na,na,na,na
A Drawing's Journey,unreleased,WiiU,na,na,na,na,na
Dreamals,unreleased,WiiU,na,na,na,na,na
Dreamals: Dream Quest,unreleased,WiiU\,XboxOne,na,na,na,na
Drop It: Block Paradise!,unreleased,WiiU,na,na,na,na,na
Dual Core,unreleased,WiiU,na,na,na,na,na
Dungeons & Dragons: Chronicles of Mystara,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/D%26D_Chronicles_of_Mystara.jpg/250px-D%26D_Chronicles_of_Mystara.jpg,WiiU,na,na,na,na,na
Dungeon Hearts DX,unreleased,WiiU,na,na,na,na,na
Eba & Egg: A Hatch Trip,unreleased,WiiU,na,na,na,na,na
Ectoplaza,unreleased,WiiU,na,na,na,na,na
Edge,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Edge_%28video_game%29_app_icon.jpg/220px-Edge_%28video_game%29_app_icon.jpg,WiiU,na,na,na,na,na
Educational Pack of Kids Games,unreleased,WiiU,na,na,na,na,na
El Silla: Arcade Edition,unreleased,WiiU,na,na,na,na,na
Emojikara: A Clever Emoji Match Game,unreleased,WiiU,na,na,na,na,na
Endless Golf,unreleased,WiiU,na,na,na,na,na
Epic Dumpster Bear,unreleased,WiiU,na,na,na,na,na
Escape from Flare Industries,unreleased,WiiU,na,na,na,na,na
ESPN Sports Connection,unreleased,WiiU,na,na,na,na,na
Evofish,unreleased,WiiU,na,na,na,na,na
Explody Bomb,unreleased,WiiU,na,na,na,na,na
F1 Race Stars: Powered Up Edition,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/F1_Race_Stars_EU.png/220px-F1_Race_Stars_EU.png,WiiU,na,na,na,na,na
Factotum,unreleased,WiiU,na,na,na,na,na
Fake Colors,unreleased,WiiU,na,na,na,na,na
Family Party: 30 Great Games Obstacle Arcade,https://upload.wikimedia.org/wikipedia/en/c/c9/Family_Party_-_30_Great_Games_Obstacle_Arcade_cover_art.jpg,WiiU,na,na,na,na,na
Family Tennis SP,unreleased,WiiU,na,na,na,na,na
Fast & Furious: Showdown,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/FastFuriousShowdown.jpg/256px-FastFuriousShowdown.jpg,WiiU\,Xbox360,na,na,na,na
Fast Racing Neo,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/FAST_Racing_Neo_Coverart.png/220px-FAST_Racing_Neo_Coverart.png,WiiU,na,na,na,na,na
Fat City,unreleased,WiiU\,XboxOne,na,na,na,na
Fat Dragons,unreleased,WiiU,na,na,na,na,na
Fatal Frame: Maiden of Black Water,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Project_Zero_MOBW_PAL_box.jpg/220px-Project_Zero_MOBW_PAL_box.jpg,WiiU,na,na,na,na,na
Fifteen,unreleased,WiiU,na,na,na,na,na
Flapp & Zegeta,unreleased,WiiU,na,na,na,na,na
Flight of Light,unreleased,WiiU,na,na,na,na,na
Flowerworks HD: Follie's Adventure,unreleased,WiiU,na,na,na,na,na
Forest Escape,unreleased,WiiU,na,na,na,na,na
Frankenstein: Master of Death,unreleased,WiiU,na,na,na,na,na
Free Balling,unreleased,WiiU,na,na,na,na,na
FreezeME,unreleased,WiiU\,XboxOne,na,na,na,na
Frenchy Bird,unreleased,WiiU,na,na,na,na,na
Fujiko F. Fujio Characters: Daishuugou! SF Dotabata Party!,unreleased,WiiU,na,na,na,na,na
Funk of Titans,unreleased,WiiU\,XboxOne,na,na,na,na
Funky Barn: It's Farming,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Funky_Barn_Wii_U_North_American_Cover.jpg/220px-Funky_Barn_Wii_U_North_American_Cover.jpg,WiiU,na,na,na,na,na
Funky Physics,unreleased,WiiU,na,na,na,na,na
Gaiabreaker,unreleased,WiiU,na,na,na,na,na
Galaxy Blaster,unreleased,WiiU,na,na,na,na,na
Game & Wario,https://upload.wikimedia.org/wikipedia/en/e/ed/Game_%26_Wario_box_art.jpg,WiiU,na,na,na,na,na
Game Party Champions,https://upload.wikimedia.org/wikipedia/en/0/0d/Game_party_champions_boxart.jpg,WiiU,na,na,na,na,na
Games for Toddlers,unreleased,WiiU,na,na,na,na,na
Gear Gauntlet,unreleased,WiiU\,XboxOne,na,na,na,na
The Gem Collector,unreleased,WiiU,na,na,na,na,na
Gemology,unreleased,WiiU,na,na,na,na,na
Geom,unreleased,WiiU,na,na,na,na,na
GetClose: A game for Rivals,unreleased,WiiU,na,na,na,na,na
Giana Sisters: Twisted Dreams – Director's Cut,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/ProjectGianaSplashArt.jpg/220px-ProjectGianaSplashArt.jpg,WiiU,na,na,na,na,na
The Girl and the Robot,unreleased,WiiU,na,na,na,na,na
Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,unreleased,WiiU,na,na,na,na,na
GravBlocks+,unreleased,WiiU,na,na,na,na,na
Gravity+,unreleased,WiiU,na,na,na,na,na
Gravity Badgers,unreleased,WiiU,na,na,na,na,na
Grumpy Reaper,unreleased,WiiU,na,na,na,na,na
Guac' a Mole,unreleased,WiiU,na,na,na,na,na
Guacamelee!: Super Turbo Championship Edition,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Guacamelee%21_STCE_box_art.jpg/220px-Guacamelee%21_STCE_box_art.jpg,WiiU\,Xbox360,na,na,na,na
Heptrix,unreleased,WiiU,na,na,na,na,na
Hive Jump,unreleased,WiiU\,XboxOne,na,na,na,na
Hold Your Fire: A Game About Responsibility,unreleased,WiiU,na,na,na,na,na
Hot Rod Racer,unreleased,WiiU,na,na,na,na,na
Humanitarian Helicopter,unreleased,WiiU,na,na,na,na,na
HurryUp! Bird Hunter,unreleased,WiiU,na,na,na,na,na
I C Redd,unreleased,WiiU,na,na,na,na,na
I've Got to Run!,unreleased,WiiU,na,na,na,na,na
Infinity Runner,unreleased,WiiU\,XboxOne,na,na,na,na
Insect Planet TD,unreleased,WiiU,na,na,na,na,na
Internal Invasion,unreleased,WiiU,na,na,na,na,na
Invanoid,unreleased,WiiU,na,na,na,na,na
IQ Test,unreleased,WiiU,na,na,na,na,na
Ittle Dew,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Ittle_Dew_2.jpg/220px-Ittle_Dew_2.jpg,WiiU,na,na,na,na,na
Jackpot 777,unreleased,WiiU,na,na,na,na,na
Jett Tailfin,unreleased,WiiU,na,na,na,na,na
Jewel Quest,https://upload.wikimedia.org/wikipedia/en/c/cc/Jewelquestcover.jpg,WiiU\,Xbox360,na,na,na,na
Job the Leprechaun,unreleased,WiiU,na,na,na,na,na
Joe's Diner,unreleased,WiiU,na,na,na,na,na
Jolt Family Robot Racer,unreleased,WiiU,na,na,na,na,na
Jones on Fire,unreleased,WiiU,na,na,na,na,na
Journey of a Special Average Balloon,unreleased,WiiU,na,na,na,na,na
Just Dance: Disney Party 2,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Just_Dance_Disney_Party_2_cover.jpg/220px-Just_Dance_Disney_Party_2_cover.jpg,WiiU\,Xbox360\,XboxOne,na,na,na
Just Dance Kids 2014,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Just_Dance_Kids_2014.jpg/220px-Just_Dance_Kids_2014.jpg,WiiU\,Xbox360,na,na,na,na
Just Dance Wii U,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Just_Dance_logo.svg/250px-Just_Dance_logo.svg.png,WiiU,na,na,na,na,na
Kemono Dash,unreleased,WiiU,na,na,na,na,na
Keytari: 8-bit Music Maker,unreleased,WiiU,na,na,na,na,na
Kick & Fennick,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Kick_%26_Fennick_%28Cover%29.jpg/220px-Kick_%26_Fennick_%28Cover%29.jpg,WiiU\,XboxOne,na,na,na,na
Kirby and the Rainbow Curse,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Kirby_and_the_rainbow_curse_art.jpg/220px-Kirby_and_the_rainbow_curse_art.jpg,WiiU,na,na,na,na,na
Kung Fu Fight!,unreleased,WiiU,na,na,na,na,na
Land It Rocket,unreleased,WiiU,na,na,na,na,na
Laser Blaster,unreleased,WiiU,na,na,na,na,na
Last Soldier,unreleased,WiiU,na,na,na,na,na
The Legend of Zelda: Twilight Princess HD,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Twilight_Princess_HD_cover.jpg/220px-Twilight_Princess_HD_cover.jpg,WiiU,na,na,na,na,na
The Legend of Zelda: The Wind Waker HD,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/TheWindWakerHD.jpg/220px-TheWindWakerHD.jpg,WiiU,na,na,na,na,na
The Letter,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/The_Letter_game.jpg/220px-The_Letter_game.jpg,WiiU,na,na,na,na,na
Level 22\, Gary's Misadventures,unreleased,WiiU,na,na,na,na,na
Life of Pixel,unreleased,WiiU,na,na,na,na,na
Lost Reavers,https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Lost_Reavers_logo.png/220px-Lost_Reavers_logo.png,WiiU,na,na,na,na,na
Lovely Planet,unreleased,WiiU\,XboxOne,na,na,na,na
Lucadian Chronicles,unreleased,WiiU,na,na,na,na,na
Lucentek Beyond,unreleased,WiiU,na,na,na,na,na
Lucentrek: Activate,unreleased,WiiU,na,na,na,na,na
Luv Me Buddies Wonderland,unreleased,WiiU,na,na,na,na,na
Mahjong Deluxe 3,unreleased,WiiU,na,na,na,na,na
Manabi Getto!,unreleased,WiiU,na,na,na,na,na
Mario & Sonic at the Rio 2016 Olympic Games,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/M%26s_rio_2016_wii_u_cover_art.jpg/220px-M%26s_rio_2016_wii_u_cover_art.jpg,WiiU,na,na,na,na,na
Mario & Sonic at the Sochi 2014 Olympic Winter Games,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Mario_%26_Sonic_Sochi_2014.png/256px-Mario_%26_Sonic_Sochi_2014.png,WiiU,na,na,na,na,na
Mario Kart 8,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/MarioKart8Boxart.jpg/220px-MarioKart8Boxart.jpg,WiiU,na,na,na,na,na
Mario Party 10,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Mario_Party_10_Small_Official_Boxart.png/220px-Mario_Party_10_Small_Official_Boxart.png,WiiU,na,na,na,na,na
Mario Tennis: Ultra Smash,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Mario_Tennis_Ultra_Smash.jpg/220px-Mario_Tennis_Ultra_Smash.jpg,WiiU,na,na,na,na,na
Mario vs. Donkey Kong: Tipping Stars,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Mario_vs._Donkey_Kong_Tipping_Stars_cover_artwork.jpg/220px-Mario_vs._Donkey_Kong_Tipping_Stars_cover_artwork.jpg,WiiU,na,na,na,na,na
Marvel Avengers: Battle for Earth,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Avengers_Battle_for_Earth_cover_art.jpg/220px-Avengers_Battle_for_Earth_cover_art.jpg,WiiU,na,na,na,na,na
Mass Effect 3: Special Edition,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Mass_Effect_3_Game_Cover.jpg/220px-Mass_Effect_3_Game_Cover.jpg,WiiU,na,na,na,na,na
Masked Forces,unreleased,WiiU,na,na,na,na,na
Maze,unreleased,WiiU,na,na,na,na,na
Maze Break,unreleased,WiiU,na,na,na,na,na
Mega Maze,unreleased,WiiU,na,na,na,na,na
Meine Ersten Mitsing-Lieder,unreleased,WiiU,na,na,na,na,na
Meme Run,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Meme_Run.png/220px-Meme_Run.png,WiiU,na,na,na,na,na
Midnight,unreleased,WiiU,na,na,na,na,na
Midnight 2,unreleased,WiiU,na,na,na,na,na
Midtown Crazy Race,unreleased,WiiU,na,na,na,na,na
Mighty Switch Force!: Hyper Drive Edition,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Mighty_Switch_Force_Logo.jpg/220px-Mighty_Switch_Force_Logo.jpg,WiiU,na,na,na,na,na
Mighty Switch Force! 2,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Msf2logo.jpg/220px-Msf2logo.jpg,WiiU,na,na,na,na,na
Miko Mole,unreleased,WiiU,na,na,na,na,na
MikroGame: Rotator,unreleased,WiiU,na,na,na,na,na
Minecraft: Story Mode - The Complete Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Minecraft_Story_Mode_Logo.png/220px-Minecraft_Story_Mode_Logo.png,WiiU,na,na,na,na,na
Minecraft: Wii U Edition,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Minecraft_logo.svg/220px-Minecraft_logo.svg.png,WiiU,na,na,na,na,na
Mini Mario & Friends: Amiibo Challenge,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Mini_Mario_and_Friends_amiibo_Challenge_Logo.png/220px-Mini_Mario_and_Friends_amiibo_Challenge_Logo.png,WiiU,na,na,na,na,na
Mini-Games Madness Volume #1: Hello World!,unreleased,WiiU,na,na,na,na,na
The Misshitsukara no Dasshutsu: Subete no Hajimari 16 no Nazo,unreleased,WiiU,na,na,na,na,na
The Misshitsukara no Dasshutsu 2: Kesareta 19 no Kioku,unreleased,WiiU,na,na,na,na,na
Molly Maggot,unreleased,WiiU,na,na,na,na,na
Mon Premier Karaoké,unreleased,WiiU,na,na,na,na,na
Monkey Pirates,unreleased,WiiU\,XboxOne,na,na,na,na
Monster Hunter 3 Ultimate,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Monster_Hunter_Tri_Box_Art.jpg/220px-Monster_Hunter_Tri_Box_Art.jpg,WiiU,na,na,na,na,na
Monster Hunter: Frontier G,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Monster_Hunter_Frontier_G_cover.jpg/220px-Monster_Hunter_Frontier_G_cover.jpg,WiiU,na,na,na,na,na
Monster Hunter: Frontier G Genuine,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Monster_Hunter_Frontier_G_cover.jpg/220px-Monster_Hunter_Frontier_G_cover.jpg,WiiU,na,na,na,na,na
Monster Hunter: Frontier G5,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Monster_Hunter_Frontier_G_cover.jpg/220px-Monster_Hunter_Frontier_G_cover.jpg,WiiU,na,na,na,na,na
Monster Hunter: Frontier G6,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Monster_Hunter_Frontier_G_cover.jpg/220px-Monster_Hunter_Frontier_G_cover.jpg,WiiU,na,na,na,na,na
Monster Hunter: Frontier G7,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Monster_Hunter_Frontier_G_cover.jpg/220px-Monster_Hunter_Frontier_G_cover.jpg,WiiU,na,na,na,na,na
Monster Hunter: Frontier G8,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Monster_Hunter_Frontier_G_cover.jpg/220px-Monster_Hunter_Frontier_G_cover.jpg,WiiU,na,na,na,na,na
Monster Hunter: Frontier Z,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Monster_Hunter_logo.png/250px-Monster_Hunter_logo.png,WiiU,na,na,na,na,na
Mop: Operation Cleanup,unreleased,WiiU,na,na,na,na,na
Mortar Melon,unreleased,WiiU,na,na,na,na,na
Mr. Pumpkin Adventure,unreleased,WiiU,na,na,na,na,na
Mutant Alien Moles of the Dead,unreleased,WiiU,na,na,na,na,na
My Arctic Farm,unreleased,WiiU,na,na,na,na,na
My Exotic Farm,unreleased,WiiU,na,na,na,na,na
My Farm,unreleased,WiiU,na,na,na,na,na
My First Songs,unreleased,WiiU,na,na,na,na,na
My Jurassic Farm,unreleased,WiiU,na,na,na,na,na
My Style Studio: Hair Salon,unreleased,WiiU,na,na,na,na,na
My Style Studio: Notebook,unreleased,WiiU,na,na,na,na,na
Nano Assault Neo,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Nano_Assault_Neo_Logo.png/220px-Nano_Assault_Neo_Logo.png,WiiU,na,na,na,na,na
Near Earth Objects,unreleased,WiiU,na,na,na,na,na
Need for Speed: Most Wanted U,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Need_for_Speed%2C_Most_Wanted_2012_video_game_Box_Art.jpg/220px-Need_for_Speed%2C_Most_Wanted_2012_video_game_Box_Art.jpg,WiiU,na,na,na,na,na
Neon Battle,unreleased,WiiU,na,na,na,na,na
NES Remix,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/NESRemixLogoIntro2.jpg/220px-NESRemixLogoIntro2.jpg,WiiU,na,na,na,na,na
NES Remix 2,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/NESRemixLogoIntro2.jpg/220px-NESRemixLogoIntro2.jpg,WiiU,na,na,na,na,na
NES Remix Pack,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/NESRemixLogoIntro2.jpg/220px-NESRemixLogoIntro2.jpg,WiiU,na,na,na,na,na
